ts_code,entry_date,exit_date,hold_days,entry_price,exit_price,shares,net_pnl,profit_pct,entry_score,exit_reason,entry_season,exit_season
000422.SZ,2025-03-17,2025-03-31,10,13.81,13.61,7200,-2032,-1.45,74.3,SCORE_DROP,chaos_spring,chaos
300476.SZ,2025-03-17,2025-03-31,10,92.14,81.01,1000,-11649,-12.08,73.5,STOP_LOSS,chaos_spring,chaos
000852.SZ,2025-03-21,2025-03-31,6,8.29,7.29,12000,-12561,-12.06,71.9,STOP_LOSS,chaos,chaos
000021.SZ,2025-02-10,2025-04-01,36,20.53,18.62,4800,-9732,-9.3,87.1,SCORE_DROP,chaos_spring,chaos
000415.SZ,2025-03-20,2025-04-03,10,3.37,3.13,29600,-7681,-7.12,71.5,SCORE_DROP,chaos_spring,chaos
000519.SZ,2025-03-12,2025-04-07,17,18.26,15.49,5400,-15505,-15.17,78.0,STOP_LOSS,chaos,autumn
301068.SZ,2025-03-14,2025-04-07,15,36.69,29.7,2700,-19411,-19.05,76.2,STOP_LOSS,chaos,autumn
688037.SH,2025-03-14,2025-04-07,15,96.7,88.26,1000,-8995,-8.73,75.0,SCORE_DROP,chaos,autumn
688521.SH,2025-03-31,2025-04-07,4,106.0,86.8,900,-17801,-18.11,72.1,STOP_LOSS,chaos,autumn
605060.SH,2025-03-31,2025-04-07,4,19.82,16.79,5000,-15699,-15.29,70.5,STOP_LOSS,chaos,autumn
603629.SH,2025-04-07,2025-04-09,2,24.52,21.56,4000,-12393,-12.07,69.5,STOP_LOSS,autumn,autumn
000048.SZ,2025-03-31,2025-04-11,8,17.37,16.13,5700,-7641,-7.14,70.3,SCORE_DROP,chaos,chaos
301396.SZ,2025-04-07,2025-04-16,7,80.0,68.18,1200,-14717,-14.77,63.2,STOP_LOSS,autumn,chaos_autumn
000524.SZ,2025-04-01,2025-04-18,12,11.4,13.12,8700,14324,15.09,72.6,SCORE_DROP,chaos,chaos_autumn
000430.SZ,2025-04-03,2025-04-21,11,8.46,7.7,11800,-9540,-8.98,74.4,SCORE_DROP,chaos,chaos
603569.SH,2025-04-07,2025-04-23,12,7.92,7.75,12600,-2734,-2.15,71.3,SCORE_DROP,autumn,chaos
000859.SZ,2025-04-21,2025-04-25,4,7.54,6.42,13200,-15337,-14.85,72.4,STOP_LOSS,chaos,chaos
000560.SZ,2025-04-18,2025-04-29,7,3.58,3.22,27900,-10613,-10.06,70.0,SCORE_DROP,chaos_autumn,chaos
000558.SZ,2025-03-24,2025-05-07,28,3.76,3.94,26500,4158,4.79,79.4,SCORE_DROP,chaos,chaos
600171.SH,2025-04-16,2025-05-15,18,36.72,34.02,2700,-7863,-7.35,70.7,SCORE_DROP,chaos_autumn,chaos_spring
000729.SZ,2025-03-14,2025-05-22,45,12.21,13.58,8100,10470,11.22,77.9,MAX_HOLD,chaos,chaos_spring
688362.SH,2025-04-23,2025-05-23,19,28.85,25.73,3400,-11165,-10.81,76.3,SCORE_DROP,chaos,chaos_spring
301068.SZ,2025-05-15,2025-05-28,9,38.5,28.91,2500,-24481,-24.91,73.7,STOP_LOSS,chaos_spring,chaos
000633.SZ,2025-05-23,2025-06-06,9,6.59,6.12,15100,-7673,-7.13,72.6,SCORE_DROP,chaos_spring,chaos
000729.SZ,2025-05-22,2025-06-12,14,13.58,13.08,7300,-4234,-3.68,80.0,SCORE_DROP,chaos_spring,chaos_spring
603223.SH,2025-05-28,2025-06-12,10,10.53,9.88,9400,-6686,-6.17,77.5,SCORE_DROP,chaos,chaos_spring
002371.SZ,2025-04-07,2025-06-13,45,432.8,410.56,200,-4954,-5.14,71.0,MAX_HOLD,autumn,chaos_spring
605060.SH,2025-04-07,2025-06-13,45,16.79,18.13,5900,7288,7.98,70.5,MAX_HOLD,autumn,chaos_spring
600900.SH,2025-04-09,2025-06-17,45,29.57,30.67,3300,3034,3.72,70.2,MAX_HOLD,autumn,chaos
688037.SH,2025-04-11,2025-06-19,45,99.9,101.41,1000,906,1.51,75.0,MAX_HOLD,chaos,chaos
001222.SZ,2025-06-13,2025-06-20,5,22.37,19.83,4400,-11733,-11.35,74.1,SCORE_DROP,chaos_spring,chaos
600064.SH,2025-04-25,2025-07-03,45,7.47,7.77,13300,3382,4.02,72.1,MAX_HOLD,chaos,chaos
688668.SH,2025-06-13,2025-07-03,14,60.2,59.2,1600,-2173,-1.66,70.7,SCORE_DROP,chaos_spring,chaos
000415.SZ,2025-04-29,2025-07-07,45,3.04,3.39,32800,10847,11.51,78.7,MAX_HOLD,chaos,chaos_spring
000021.SZ,2025-05-07,2025-07-10,45,18.41,18.41,5400,-596,0.0,78.0,MAX_HOLD,chaos,summer
688313.SH,2025-06-06,2025-08-08,45,35.25,54.92,2800,54319,55.8,81.2,MAX_HOLD,chaos,chaos_spring
000558.SZ,2025-06-12,2025-08-13,44,4.54,5.72,22000,25283,25.99,75.1,SCORE_DROP,chaos_spring,chaos_spring
002463.SZ,2025-06-12,2025-08-14,45,38.05,55.07,2600,43526,44.73,74.7,MAX_HOLD,chaos_spring,summer
300502.SZ,2025-06-17,2025-08-19,45,107.12,256.79,900,133720,139.72,78.0,MAX_HOLD,chaos,summer
688037.SH,2025-06-19,2025-08-21,45,101.41,126.38,900,21858,24.62,78.6,MAX_HOLD,chaos,chaos_spring
688362.SH,2025-06-20,2025-08-22,45,27.55,40.0,3600,44090,45.19,73.6,MAX_HOLD,chaos,summer
605060.SH,2025-07-03,2025-09-04,45,20.14,26.34,4900,29697,30.78,77.5,MAX_HOLD,chaos,chaos_spring
600118.SH,2025-07-03,2025-09-04,45,28.57,32.81,3500,14196,14.84,75.7,MAX_HOLD,chaos,chaos_spring
688048.SH,2025-08-08,2025-09-04,19,74.98,69.48,1300,-7713,-7.34,72.7,SCORE_DROP,chaos_spring,chaos_spring
688037.SH,2025-08-21,2025-09-04,10,126.38,115.8,700,-7915,-8.37,81.2,SCORE_DROP,chaos_spring,chaos_spring
688362.SH,2025-08-22,2025-09-04,9,40.0,32.68,2500,-18845,-18.3,85.6,STOP_LOSS,summer,chaos_spring
000415.SZ,2025-07-07,2025-09-08,45,3.39,3.57,29400,4678,5.31,77.0,MAX_HOLD,chaos_spring,chaos_spring
688256.SH,2025-08-13,2025-09-08,18,860.0,1212.78,100,34656,41.02,75.6,SCORE_DROP,chaos_spring,chaos_spring
002851.SZ,2025-08-14,2025-09-08,17,69.85,73.35,1400,4299,5.01,74.6,SCORE_DROP,summer,chaos_spring
601138.SH,2025-07-10,2025-09-11,45,26.16,59.04,3800,123973,125.69,76.3,MAX_HOLD,summer,chaos_spring
001222.SZ,2025-09-04,2025-09-16,8,26.9,25.66,3700,-5171,-4.61,71.7,SCORE_DROP,chaos_spring,chaos_spring
002580.SZ,2025-09-08,2025-09-19,9,15.68,14.31,6300,-9198,-8.74,71.6,SCORE_DROP,chaos_spring,chaos_spring
603569.SH,2025-09-04,2025-09-22,12,9.26,9.11,10700,-2195,-1.62,74.5,SCORE_DROP,chaos_spring,chaos_spring
000558.SZ,2025-09-04,2025-09-22,12,6.57,6.18,15200,-6509,-5.94,73.0,SCORE_DROP,chaos_spring,chaos_spring
000524.SZ,2025-09-04,2025-09-22,12,15.73,14.2,6300,-10205,-9.73,72.8,SCORE_DROP,chaos_spring,chaos_spring
600118.SH,2025-09-08,2025-09-26,14,36.21,34.56,2700,-5028,-4.56,79.1,SCORE_DROP,chaos_spring,chaos_spring
300502.SZ,2025-09-11,2025-10-14,17,379.9,316.5,200,-13098,-16.69,78.6,STOP_LOSS,chaos_spring,chaos_spring
605060.SH,2025-09-04,2025-10-16,24,26.34,26.67,3700,633,1.25,76.6,SCORE_DROP,chaos_spring,chaos
300124.SZ,2025-09-08,2025-10-16,22,82.01,80.78,1200,-2062,-1.5,78.0,SCORE_DROP,chaos_spring,chaos
002371.SZ,2025-09-22,2025-10-16,12,412.7,410.69,200,-896,-0.49,81.0,SCORE_DROP,chaos_spring,chaos
688728.SH,2025-09-26,2025-10-17,9,17.79,15.88,5600,-11262,-10.74,78.2,SCORE_DROP,chaos_spring,chaos
688037.SH,2025-09-22,2025-10-20,14,128.78,125.5,700,-2830,-2.55,77.7,SCORE_DROP,chaos_spring,chaos
300223.SZ,2025-09-16,2025-10-23,21,82.85,83.37,1200,26,0.63,81.5,SCORE_DROP,chaos_spring,chaos_spring
300001.SZ,2025-10-16,2025-10-23,5,30.0,26.89,3300,-10826,-10.37,73.0,SCORE_DROP,chaos,chaos_spring
000021.SZ,2025-08-19,2025-10-29,45,21.03,29.81,4700,40549,41.75,85.1,MAX_HOLD,summer,summer
605111.SH,2025-10-20,2025-11-03,10,40.83,37.14,2400,-9417,-9.04,71.4,SCORE_DROP,chaos,chaos_spring
600172.SH,2025-10-16,2025-11-05,14,6.42,6.28,15500,-2761,-2.18,75.1,SCORE_DROP,chaos,chaos
002185.SZ,2025-10-17,2025-11-14,20,12.96,11.41,7700,-12498,-11.96,73.5,SCORE_DROP,chaos,chaos_spring
601126.SH,2025-10-16,2025-11-18,23,27.37,27.28,3600,-914,-0.33,75.6,SCORE_DROP,chaos,chaos_spring
603629.SH,2025-11-03,2025-11-19,12,29.45,26.42,3300,-10552,-10.29,74.2,SCORE_DROP,chaos_spring,chaos_spring
688525.SH,2025-09-22,2025-11-20,37,84.48,112.68,1100,30369,33.38,79.1,SCORE_DROP,chaos_spring,chaos_spring
605060.SH,2025-10-29,2025-11-20,16,29.4,34.53,3400,16790,17.45,81.7,SCORE_DROP,summer,chaos_spring
000430.SZ,2025-11-05,2025-11-20,11,8.28,8.16,12000,-2032,-1.45,71.7,SCORE_DROP,chaos,chaos_spring
688072.SH,2025-09-19,2025-11-21,39,210.16,290.0,400,31336,37.99,78.7,SCORE_DROP,chaos_spring,chaos
600118.SH,2025-10-14,2025-11-21,28,37.88,39.85,2600,4516,5.2,80.1,SCORE_DROP,chaos_spring,chaos
000415.SZ,2025-10-23,2025-11-21,21,3.61,3.48,27700,-4190,-3.6,72.0,SCORE_DROP,chaos_spring,chaos
300223.SZ,2025-11-14,2025-11-21,5,92.16,77.58,1000,-15089,-15.82,77.4,STOP_LOSS,chaos_spring,chaos
002861.SZ,2025-10-23,2025-11-24,22,19.7,19.11,5000,-3532,-2.99,72.9,SCORE_DROP,chaos_spring,chaos_autumn
688313.SH,2025-11-18,2025-11-24,4,80.35,68.94,1200,-14229,-14.2,73.7,STOP_LOSS,chaos_spring,chaos_autumn
000155.SZ,2025-11-20,2025-11-24,2,14.05,11.75,7100,-16880,-16.37,68.4,STOP_LOSS,chaos_spring,chaos_autumn
000859.SZ,2025-11-21,2025-11-28,5,8.68,7.63,11500,-12638,-12.1,69.0,STOP_LOSS,chaos,chaos
600301.SH,2025-11-24,2025-12-02,6,36.97,35.78,2700,-3802,-3.22,65.6,SCORE_DROP,chaos_autumn,chaos
688195.SH,2025-11-20,2025-12-04,10,157.6,159.4,600,509,1.14,68.5,SCORE_DROP,chaos_spring,chaos
000681.SZ,2025-11-21,2025-12-05,10,25.34,22.5,3900,-11636,-11.21,69.8,SCORE_DROP,chaos,chaos
600007.SH,2025-11-21,2025-12-09,12,20.97,19.3,4700,-8417,-7.96,62.5,SCORE_DROP,chaos,chaos
000633.SZ,2025-11-20,2025-12-11,15,7.98,7.87,12500,-1969,-1.38,68.5,SCORE_DROP,chaos_spring,chaos
001222.SZ,2025-11-21,2025-12-12,15,24.19,23.67,4100,-2721,-2.15,63.5,SCORE_DROP,chaos,chaos
000729.SZ,2025-12-04,2025-12-29,17,12.72,11.26,7800,-11949,-11.48,77.0,SCORE_DROP,chaos,chaos_spring
688313.SH,2025-12-09,2025-12-29,14,94.1,89.34,1000,-5310,-5.06,81.2,SCORE_DROP,chaos,chaos_spring
300502.SZ,2025-11-28,2026-01-07,26,347.8,420.3,200,14039,20.85,77.1,SCORE_DROP,chaos,summer
688037.SH,2025-11-19,2026-01-23,45,128.97,212.39,700,57677,64.68,76.6,MAX_HOLD,chaos_spring,chaos_spring
600118.SH,2025-11-24,2026-01-26,43,42.12,98.01,2300,127580,132.69,69.2,SCORE_DROP,chaos_autumn,chaos_spring
688385.SH,2025-12-29,2026-01-26,18,78.11,81.38,1200,3350,4.19,74.8,SCORE_DROP,chaos_spring,chaos_spring
002371.SZ,2025-11-24,2026-01-28,45,416.24,502.0,200,16601,20.6,69.6,MAX_HOLD,chaos_autumn,chaos_spring
688072.SH,2025-12-12,2026-01-30,33,343.25,352.74,200,1480,2.76,81.2,SCORE_DROP,chaos,chaos_spring
002156.SZ,2026-01-23,2026-02-02,6,56.34,48.88,1700,-13219,-13.24,77.9,STOP_LOSS,chaos_spring,chaos
688037.SH,2026-01-28,2026-02-02,3,224.0,190.19,400,-14021,-15.09,82.4,STOP_LOSS,chaos_spring,chaos
000021.SZ,2025-12-29,2026-02-04,25,24.46,28.35,4000,14926,15.9,72.2,SCORE_DROP,chaos_spring,chaos
688362.SH,2026-01-07,2026-02-04,20,38.45,43.8,2600,13268,13.91,84.8,SCORE_DROP,summer,chaos
688525.SH,2026-01-26,2026-02-04,7,180.6,168.5,500,-6574,-6.7,76.2,SCORE_DROP,chaos_spring,chaos
300223.SZ,2025-12-02,2026-02-05,45,91.63,128.33,1000,36040,40.05,76.7,MAX_HOLD,chaos,chaos
688313.SH,2026-01-30,2026-02-05,4,91.9,79.15,1000,-13263,-13.87,76.1,STOP_LOSS,chaos_spring,chaos
300502.SZ,2026-02-02,2026-02-05,3,439.0,383.0,200,-11693,-12.76,76.3,STOP_LOSS,chaos,chaos
000415.SZ,2025-12-05,2026-02-10,45,3.88,5.3,25700,35786,36.6,82.5,MAX_HOLD,chaos,chaos
605060.SH,2025-12-11,2026-02-24,45,37.77,63.99,2600,67378,69.42,80.4,MAX_HOLD,chaos,chaos
000558.SZ,2026-02-05,2026-02-25,8,5.53,5.16,18000,-7237,-6.69,69.6,SCORE_DROP,chaos,chaos
688223.SH,2026-02-04,2026-02-26,10,8.4,7.41,11900,-12345,-11.79,72.5,SCORE_DROP,chaos,chaos_spring
605111.SH,2026-01-26,2026-03-03,20,43.21,42.96,2300,-1170,-0.58,75.4,SCORE_DROP,chaos_spring,chaos
002129.SZ,2026-02-04,2026-03-03,13,10.57,9.86,9400,-7250,-6.72,73.3,SCORE_DROP,chaos,chaos
300223.SZ,2026-02-25,2026-03-03,4,140.46,118.38,700,-16000,-15.72,80.5,STOP_LOSS,chaos,chaos
688037.SH,2026-02-05,2026-03-06,15,207.03,189.79,400,-7372,-8.33,69.9,SCORE_DROP,chaos,chaos
000415.SZ,2026-02-10,2026-03-10,14,5.3,4.87,18800,-8658,-8.11,85.1,SCORE_DROP,chaos,chaos
688072.SH,2026-03-03,2026-03-12,7,380.0,341.51,200,-8131,-10.13,78.8,SCORE_DROP,chaos,chaos_spring
605060.SH,2026-02-24,2026-03-13,13,63.99,55.88,1500,-12704,-12.67,86.3,STOP_LOSS,chaos,chaos_spring
600118.SH,2026-03-03,2026-03-16,9,92.03,84.82,1000,-7741,-7.83,73.7,SCORE_DROP,chaos,chaos_spring
600172.SH,2026-02-04,2026-03-18,24,8.03,9.08,12400,12384,13.08,74.4,SCORE_DROP,chaos,chaos
000021.SZ,2026-02-26,2026-03-20,16,34.69,30.49,2800,-12308,-12.11,84.1,STOP_LOSS,chaos_spring,chaos
300223.SZ,2026-03-16,2026-03-23,5,129.9,111.0,700,-13736,-14.55,76.9,STOP_LOSS,chaos_spring,chaos_autumn
301068.SZ,2026-03-13,2026-03-30,11,34.31,31.18,2900,-9647,-9.12,73.0,SCORE_DROP,chaos_spring,chaos_autumn
688525.SH,2026-03-06,2026-03-31,17,209.33,211.99,400,558,1.27,79.2,SCORE_DROP,chaos,chaos_autumn
603629.SH,2026-02-02,2026-04-02,37,41.14,60.26,2400,45158,46.48,74.6,SCORE_DROP,chaos,chaos
000048.SZ,2026-03-12,2026-04-03,16,20.21,17.24,4900,-15104,-14.7,75.1,STOP_LOSS,chaos_spring,chaos
002371.SZ,2026-03-20,2026-04-03,10,468.72,426.45,200,-8991,-9.02,72.1,SCORE_DROP,chaos,chaos
002580.SZ,2026-03-31,2026-04-03,3,17.61,15.37,5600,-13098,-12.72,77.8,STOP_LOSS,chaos_autumn,chaos
600522.SH,2026-04-03,2026-04-15,7,30.67,27.8,3200,-9745,-9.36,71.1,SCORE_DROP,chaos,chaos
000729.SZ,2026-02-05,2026-04-20,45,12.8,12.81,7800,-521,0.08,69.7,MAX_HOLD,chaos,chaos_spring
688331.SH,2026-04-03,2026-04-23,13,149.1,134.9,600,-9031,-9.52,75.1,SCORE_DROP,chaos,summer
688195.SH,2026-04-03,2026-04-28,16,338.93,325.0,200,-3184,-4.11,68.5,SCORE_DROP,chaos,chaos_spring
688048.SH,2026-03-03,2026-05-11,45,166.99,433.3,500,132255,159.48,73.8,MAX_HOLD,chaos,summer
600066.SH,2026-03-23,2026-05-15,35,31.41,32.79,3100,3681,4.39,71.2,SCORE_DROP,chaos_autumn,chaos_spring
002281.SZ,2026-03-10,2026-05-18,45,86.16,209.9,1100,135137,143.62,74.1,MAX_HOLD,chaos,chaos_spring
600118.SH,2026-04-20,2026-05-19,18,94.52,87.23,1000,-7835,-7.71,86.5,SCORE_DROP,chaos_spring,chaos
605060.SH,2026-04-23,2026-05-20,16,62.11,55.89,1600,-10518,-10.01,82.0,SCORE_DROP,summer,chaos
600023.SH,2026-05-19,2026-05-21,2,6.7,5.71,14900,-15306,-14.78,78.3,STOP_LOSS,chaos,chaos
300502.SZ,2026-03-18,2026-05-26,45,430.9,700.0,200,53141,62.45,77.3,MAX_HOLD,chaos,chaos_spring
688313.SH,2026-04-02,2026-05-27,35,92.8,155.0,1000,61457,67.03,78.1,SCORE_DROP,chaos,chaos_spring
688037.SH,2026-05-18,2026-05-29,9,286.3,245.3,300,-12778,-14.32,86.1,STOP_LOSS,chaos_spring,chaos_spring
688419.SH,2026-05-21,2026-06-02,8,54.4,47.99,1800,-12091,-11.78,81.0,SCORE_DROP,chaos,chaos_spring
688072.SH,2026-03-30,2026-06-05,45,387.12,582.3,200,38454,50.42,78.7,MAX_HOLD,chaos_autumn,chaos_spring
688362.SH,2026-04-15,2026-06-08,35,47.53,52.58,2100,9974,10.62,84.6,SCORE_DROP,chaos,chaos_spring
300602.SZ,2026-05-20,2026-06-08,13,41.96,38.38,2300,-8788,-8.53,84.3,SCORE_DROP,chaos,chaos_spring
601138.SH,2026-06-02,2026-06-10,6,80.01,71.13,1200,-11200,-11.1,77.6,SCORE_DROP,chaos_spring,chaos
300502.SZ,2026-05-26,2026-06-11,12,700.0,526.0,100,-17768,-24.86,81.1,STOP_LOSS,chaos_spring,chaos
601100.SH,2026-06-08,2026-06-24,11,119.77,109.97,800,-8391,-8.18,79.1,SCORE_DROP,chaos_spring,chaos
600961.SH,2026-06-24,2026-07-03,7,35.71,29.99,2800,-16568,-16.02,95.9,STOP_LOSS,chaos,chaos
300223.SZ,2026-04-28,2026-07-06,45,124.02,253.0,800,102279,104.0,82.2,MAX_HOLD,chaos_spring,chaos
002916.SZ,2026-05-29,2026-07-07,26,411.41,412.1,200,-356,0.17,76.6,SCORE_DROP,chaos_spring,chaos
000725.SZ,2026-06-08,2026-07-08,21,6.29,7.63,15800,20512,21.3,76.8,SCORE_DROP,chaos_spring,chaos
300223.SZ,2026-07-06,2026-07-08,2,253.0,215.38,300,-11708,-14.87,90.5,STOP_LOSS,chaos,chaos
300037.SZ,2026-05-27,2026-07-10,31,74.72,72.58,1300,-3356,-2.86,82.8,SCORE_DROP,chaos_spring,chaos
300260.SZ,2026-06-05,2026-07-13,25,64.29,79.52,1500,22198,23.69,79.2,SCORE_DROP,chaos_spring,chaos
300900.SZ,2026-07-03,2026-07-13,6,41.47,34.32,2400,-17706,-17.24,93.3,STOP_LOSS,chaos,chaos
000021.SZ,2026-05-11,2026-07-14,45,32.97,52.51,3000,57851,59.27,85.8,MAX_HOLD,summer,chaos
002025.SZ,2026-07-08,2026-07-14,4,86.3,74.37,1100,-13653,-13.82,81.4,STOP_LOSS,chaos,chaos
688082.SH,2026-06-11,2026-07-15,23,284.0,352.37,300,19938,24.07,84.8,SCORE_DROP,chaos,chaos
688362.SH,2026-07-07,2026-07-15,6,102.54,85.6,900,-15754,-16.52,90.7,STOP_LOSS,chaos,chaos
600118.SH,2026-07-13,2026-07-15,2,91.26,73.92,1000,-17836,-19.0,83.3,STOP_LOSS,chaos,chaos
002371.SZ,2026-05-15,2026-07-16,43,592.0,702.76,100,10688,18.71,86.0,SCORE_DROP,chaos_spring,chaos
000048.SZ,2026-06-10,2026-07-16,25,17.83,20.69,5600,15369,16.04,83.9,SCORE_DROP,chaos,chaos
688037.SH,2026-07-08,2026-07-16,6,406.0,349.0,200,-11853,-14.04,88.9,STOP_LOSS,chaos,chaos
688361.SH,2026-07-10,2026-07-16,4,422.74,350.69,200,-14874,-17.04,80.1,STOP_LOSS,chaos,chaos
688072.SH,2026-07-13,2026-07-16,3,845.0,722.0,100,-12770,-14.56,79.1,STOP_LOSS,chaos,chaos
002156.SZ,2026-07-14,2026-07-17,3,77.87,68.36,1200,-11938,-12.21,84.0,STOP_LOSS,chaos,chaos_autumn
688331.SH,2026-07-15,2026-07-17,2,142.0,116.01,700,-18735,-18.3,81.2,STOP_LOSS,chaos,chaos_autumn
002747.SZ,2026-07-16,2026-07-20,2,42.43,34.37,2300,-19068,-19.0,76.4,STOP_LOSS,chaos,chaos
300759.SZ,2026-07-14,2026-07-21,6,36.93,39.36,2700,5943,6.58,84.7,FORCE_CLOSE,chaos,chaos
000415.SZ,2026-07-15,2026-07-21,5,4.45,4.23,22400,-5511,-4.94,83.2,FORCE_CLOSE,chaos,chaos
000729.SZ,2026-07-15,2026-07-21,5,11.66,12.4,8500,5676,6.35,83.2,FORCE_CLOSE,chaos,chaos
600066.SH,2026-07-16,2026-07-21,4,30.08,31.48,3300,4011,4.65,85.8,FORCE_CLOSE,chaos,chaos_autumn
600882.SH,2026-07-16,2026-07-21,4,22.11,21.42,4500,-3693,-3.12,79.8,FORCE_CLOSE,chaos,chaos_autumn
300347.SZ,2026-07-16,2026-07-21,4,53.99,50.18,1800,-7421,-7.06,77.8,FORCE_CLOSE,chaos,chaos
603569.SH,2026-07-16,2026-07-21,4,5.91,5.61,16900,-5654,-5.08,77.4,FORCE_CLOSE,chaos,chaos_autumn
601857.SH,2026-07-17,2026-07-21,3,10.29,10.67,9700,3076,3.69,75.8,FORCE_CLOSE,chaos_autumn,chaos_autumn
000895.SZ,2026-07-17,2026-07-21,3,24.6,24.79,4000,167,0.77,75.5,FORCE_CLOSE,chaos_autumn,chaos
600519.SH,2026-07-20,2026-07-21,2,1327.5,1308.0,900,-24666,-1.47,67.3,FORCE_CLOSE,chaos_autumn,chaos_autumn
