ts_code,entry_date,exit_date,hold_days,entry_price,exit_price,profit_pct,entry_score,exit_reason,entry_season,exit_season
002129.SZ,2025-01-16,2025-01-23,5,9.03,8.39,-7.39,59.4,SCORE_DROP,chaos,chaos
000607.SZ,2025-01-16,2025-01-23,5,4.18,3.72,-11.3,57.9,SCORE_DROP,chaos,chaos
000510.SZ,2025-01-17,2025-01-23,4,3.78,3.51,-7.44,57.8,SCORE_DROP,chaos,chaos
002460.SZ,2025-01-17,2025-01-23,4,35.54,33.6,-5.76,56.9,SCORE_DROP,chaos,chaos
300014.SZ,2025-01-17,2025-01-23,4,45.03,42.71,-5.45,56.3,SCORE_DROP,chaos,chaos
301176.SZ,2025-01-22,2025-01-23,1,17.82,17.38,-2.77,55.9,SCORE_DROP,chaos,chaos
000408.SZ,2025-01-17,2025-01-24,5,32.45,30.15,-7.39,56.3,SCORE_DROP,chaos,chaos
000423.SZ,2025-01-17,2025-01-24,5,62.8,59.7,-5.24,55.3,SCORE_DROP,chaos,chaos
300499.SZ,2025-01-02,2025-01-27,17,20.38,17.59,-13.99,55.1,STOP_LOSS,chaos,chaos
688800.SH,2025-01-06,2025-01-27,15,56.7,67.61,18.94,60.5,SCORE_DROP,chaos_autumn,chaos
603920.SH,2025-01-09,2025-01-27,12,32.48,32.29,-0.88,57.8,SCORE_DROP,chaos_autumn,chaos
600584.SH,2025-01-10,2025-01-27,11,40.08,38.83,-3.42,57.3,SCORE_DROP,chaos,chaos
688072.SH,2025-01-14,2025-01-27,9,151.63,142.65,-6.22,58.0,SCORE_DROP,chaos,chaos
002335.SZ,2025-01-14,2025-01-27,9,29.84,28.65,-4.29,57.2,SCORE_DROP,chaos,chaos
000048.SZ,2025-01-14,2025-01-27,9,17.0,15.97,-6.36,56.2,SCORE_DROP,chaos,chaos
002278.SZ,2025-01-16,2025-01-27,7,5.36,5.36,-0.3,58.1,SCORE_DROP,chaos,chaos
301165.SZ,2025-01-17,2025-01-27,6,70.38,65.5,-7.23,59.7,SCORE_DROP,chaos,chaos
002518.SZ,2025-01-20,2025-01-27,5,24.75,23.28,-6.24,57.0,SCORE_DROP,chaos,chaos
000006.SZ,2025-01-21,2025-01-27,4,7.58,6.77,-10.99,63.8,SCORE_DROP,chaos,chaos
301071.SZ,2025-01-23,2025-01-27,2,35.05,32.84,-6.61,56.3,SCORE_DROP,chaos,chaos
300857.SZ,2025-01-02,2025-02-05,18,103.6,86.7,-16.61,55.8,STOP_LOSS,chaos,chaos
688676.SH,2025-01-07,2025-02-05,15,42.12,34.88,-17.49,56.7,STOP_LOSS,chaos_autumn,chaos
603228.SH,2025-01-09,2025-02-05,13,30.23,30.92,1.98,63.5,SCORE_DROP,chaos_autumn,chaos
600183.SH,2025-01-09,2025-02-05,13,26.18,26.84,2.22,63.4,SCORE_DROP,chaos_autumn,chaos
300308.SZ,2025-01-16,2025-02-05,8,119.49,98.25,-18.08,57.3,STOP_LOSS,chaos,chaos
300476.SZ,2025-01-17,2025-02-05,7,49.42,45.3,-8.64,63.3,SCORE_DROP,chaos,chaos
001328.SZ,2025-01-17,2025-02-05,7,35.66,34.04,-4.84,57.5,SCORE_DROP,chaos,chaos
300491.SZ,2025-01-20,2025-02-05,6,17.99,15.86,-12.14,59.1,SCORE_DROP,chaos,chaos
600711.SH,2025-01-21,2025-02-05,5,5.32,4.86,-8.95,57.4,SCORE_DROP,chaos,chaos
000002.SZ,2025-01-21,2025-02-05,5,7.36,6.97,-5.6,57.3,SCORE_DROP,chaos,chaos
601319.SH,2025-01-23,2025-02-05,3,7.07,6.91,-2.56,56.4,SCORE_DROP,chaos,chaos
000400.SZ,2025-01-20,2025-02-06,7,26.86,25.44,-5.59,60.5,SCORE_DROP,chaos,chaos
300693.SZ,2025-01-23,2025-02-07,5,29.82,28.32,-5.33,55.7,SCORE_DROP,chaos,chaos_spring
300570.SZ,2025-01-02,2025-02-10,21,80.35,100.55,24.84,68.9,SCORE_DROP,chaos,chaos_spring
601567.SH,2025-01-27,2025-02-10,4,30.43,28.08,-8.02,57.9,SCORE_DROP,chaos,chaos_spring
000007.SZ,2025-01-14,2025-02-11,14,7.03,6.73,-4.57,57.5,SCORE_DROP,chaos,chaos_spring
688362.SH,2025-02-06,2025-02-11,3,31.6,28.31,-10.71,66.7,SCORE_DROP,chaos,chaos_spring
000157.SZ,2025-01-15,2025-02-13,15,7.14,6.97,-2.68,55.0,SCORE_DROP,chaos,chaos_spring
688036.SH,2025-01-20,2025-02-13,12,97.21,100.55,3.14,59.2,SCORE_DROP,chaos,chaos_spring
600584.SH,2025-02-06,2025-02-13,5,42.28,40.11,-5.43,57.6,SCORE_DROP,chaos,chaos_spring
688800.SH,2025-02-11,2025-02-13,2,70.4,66.5,-5.84,59.4,SCORE_DROP,chaos_spring,chaos_spring
688362.SH,2025-02-12,2025-02-13,1,30.21,28.81,-4.93,55.2,SCORE_DROP,chaos_spring,chaos_spring
002050.SZ,2025-01-09,2025-02-14,20,25.08,31.97,27.17,65.6,SCORE_DROP,chaos_autumn,chaos_spring
688099.SH,2025-01-09,2025-02-14,20,71.6,82.1,14.36,58.0,SCORE_DROP,chaos_autumn,chaos_spring
000626.SZ,2025-01-15,2025-02-14,16,6.02,5.56,-7.94,62.3,SCORE_DROP,chaos,chaos_spring
600489.SH,2025-01-07,2025-02-17,23,12.48,12.95,3.47,56.9,SCORE_DROP,chaos_autumn,chaos_spring
002861.SZ,2025-01-20,2025-02-17,14,14.14,14.98,5.64,73.5,SCORE_DROP,chaos,chaos_spring
600004.SH,2025-01-23,2025-02-17,11,9.4,9.21,-2.32,56.2,SCORE_DROP,chaos,chaos_spring
002155.SZ,2025-02-11,2025-02-17,4,18.5,17.35,-6.52,56.4,SCORE_DROP,chaos_spring,chaos_spring
000807.SZ,2025-01-07,2025-02-18,24,15.07,16.05,6.2,56.5,SCORE_DROP,chaos_autumn,chaos
603236.SH,2025-01-08,2025-02-18,23,65.82,81.99,24.27,55.1,SCORE_DROP,chaos_autumn,chaos
601899.SH,2025-01-13,2025-02-18,20,16.4,16.41,-0.24,58.6,SCORE_DROP,chaos,chaos
001222.SZ,2025-01-15,2025-02-18,18,17.14,15.59,-9.34,65.9,SCORE_DROP,chaos,chaos
002378.SZ,2025-01-16,2025-02-18,17,6.8,6.48,-5.01,56.0,SCORE_DROP,chaos,chaos
000006.SZ,2025-02-07,2025-02-18,7,6.97,6.66,-4.75,55.1,SCORE_DROP,chaos_spring,chaos
000430.SZ,2025-02-10,2025-02-18,6,6.85,6.39,-7.02,58.9,SCORE_DROP,chaos_spring,chaos
000421.SZ,2025-02-10,2025-02-18,6,6.35,6.09,-4.39,56.8,SCORE_DROP,chaos_spring,chaos
002180.SZ,2025-02-10,2025-02-18,6,27.68,25.98,-6.44,55.8,SCORE_DROP,chaos_spring,chaos
000630.SZ,2025-01-16,2025-02-19,18,3.34,3.24,-3.29,56.4,SCORE_DROP,chaos,chaos_spring
002028.SZ,2025-01-08,2025-02-20,25,72.3,72.19,-0.45,56.9,SCORE_DROP,chaos_autumn,chaos_spring
000155.SZ,2025-02-05,2025-02-20,11,11.06,10.81,-2.56,57.7,SCORE_DROP,chaos,chaos_spring
000002.SZ,2025-02-12,2025-02-20,6,7.96,7.52,-5.83,63.4,SCORE_DROP,chaos_spring,chaos_spring
000659.SZ,2025-02-06,2025-02-21,11,2.58,2.66,2.8,55.4,SCORE_DROP,chaos,chaos_spring
600438.SH,2025-02-07,2025-02-21,10,22.74,20.58,-9.8,59.8,SCORE_DROP,chaos_spring,chaos_spring
000913.SZ,2025-01-17,2025-02-24,20,18.69,18.9,0.82,60.6,SCORE_DROP,chaos,chaos_spring
000619.SZ,2025-02-10,2025-02-24,10,6.33,5.92,-6.78,58.9,SCORE_DROP,chaos_spring,chaos_spring
688800.SH,2025-02-21,2025-02-24,1,64.9,61.0,-6.31,55.7,SCORE_DROP,chaos_spring,chaos_spring
001211.SZ,2025-01-08,2025-02-25,28,21.38,22.06,2.88,60.0,SCORE_DROP,chaos_autumn,chaos_spring
000426.SZ,2025-02-05,2025-02-25,14,13.03,12.6,-3.6,56.0,SCORE_DROP,chaos,chaos_spring
600459.SH,2025-02-06,2025-02-25,13,14.08,13.55,-4.06,55.8,SCORE_DROP,chaos,chaos_spring
600183.SH,2025-02-07,2025-02-25,12,28.85,31.23,7.95,57.8,SCORE_DROP,chaos_spring,chaos_spring
300570.SZ,2025-02-12,2025-02-26,10,106.53,108.0,1.08,64.0,SCORE_DROP,chaos_spring,chaos_spring
300661.SZ,2025-01-17,2025-02-27,23,91.8,94.68,2.84,61.6,SCORE_DROP,chaos,chaos_spring
688111.SH,2025-01-20,2025-02-27,22,279.6,352.5,25.77,59.4,SCORE_DROP,chaos,chaos_spring
000681.SZ,2025-01-24,2025-02-27,18,21.99,23.84,8.11,62.1,SCORE_DROP,chaos,chaos_spring
000719.SZ,2025-01-27,2025-02-27,17,11.31,10.83,-4.54,60.7,SCORE_DROP,chaos,chaos_spring
603920.SH,2025-02-07,2025-02-27,14,37.0,34.68,-6.57,58.3,SCORE_DROP,chaos_spring,chaos_spring
002094.SZ,2025-02-07,2025-02-27,14,5.59,5.79,3.28,56.2,SCORE_DROP,chaos_spring,chaos_spring
603228.SH,2025-02-11,2025-02-27,12,33.28,36.02,7.93,55.1,SCORE_DROP,chaos_spring,chaos_spring
300491.SZ,2025-02-12,2025-02-27,11,20.02,21.34,6.29,60.4,SCORE_DROP,chaos_spring,chaos_spring
002851.SZ,2025-01-02,2025-02-28,35,60.38,50.81,-16.15,60.5,STOP_LOSS,chaos,chaos
300502.SZ,2025-01-02,2025-02-28,35,113.47,96.04,-15.66,58.8,STOP_LOSS,chaos,chaos
000725.SZ,2025-01-02,2025-02-28,35,4.24,4.31,1.35,55.1,SCORE_DROP,chaos,chaos
300433.SZ,2025-01-09,2025-02-28,30,22.14,26.81,20.79,57.7,SCORE_DROP,chaos_autumn,chaos
000977.SZ,2025-01-14,2025-02-28,27,50.45,59.21,17.06,58.2,SCORE_DROP,chaos,chaos
688188.SH,2025-01-14,2025-02-28,27,194.29,190.02,-2.5,55.4,SCORE_DROP,chaos,chaos
603005.SH,2025-01-14,2025-02-28,27,27.8,33.65,20.74,55.2,SCORE_DROP,chaos,chaos
002156.SZ,2025-01-15,2025-02-28,26,28.27,28.51,0.55,60.1,SCORE_DROP,chaos,chaos
600171.SH,2025-01-15,2025-02-28,26,36.82,36.33,-1.63,59.5,SCORE_DROP,chaos,chaos
002185.SZ,2025-01-15,2025-02-28,26,11.21,10.98,-2.35,59.1,SCORE_DROP,chaos,chaos
300604.SZ,2025-01-15,2025-02-28,26,43.4,44.09,1.29,57.9,SCORE_DROP,chaos,chaos
000657.SZ,2025-01-17,2025-02-28,24,9.54,9.24,-3.44,57.8,SCORE_DROP,chaos,chaos
000020.SZ,2025-01-20,2025-02-28,23,13.32,12.4,-7.21,61.9,SCORE_DROP,chaos,chaos
603501.SH,2025-01-20,2025-02-28,23,104.86,141.8,34.93,58.7,SCORE_DROP,chaos,chaos
300455.SZ,2025-01-20,2025-02-28,23,12.85,13.09,1.57,57.6,SCORE_DROP,chaos,chaos
605111.SH,2025-01-21,2025-02-28,22,33.33,33.46,0.09,62.4,SCORE_DROP,chaos,chaos
002230.SZ,2025-01-21,2025-02-28,22,48.17,51.8,7.24,56.9,SCORE_DROP,chaos,chaos
000156.SZ,2025-01-23,2025-02-28,20,6.95,7.92,13.66,57.8,SCORE_DROP,chaos,chaos
000532.SZ,2025-01-24,2025-02-28,19,13.29,15.45,15.95,65.5,SCORE_DROP,chaos,chaos
000607.SZ,2025-01-24,2025-02-28,19,3.78,4.02,6.05,60.1,SCORE_DROP,chaos,chaos
000676.SZ,2025-01-24,2025-02-28,19,8.48,8.51,0.05,59.6,SCORE_DROP,chaos,chaos
002415.SZ,2025-01-24,2025-02-28,19,29.02,30.14,3.56,55.4,SCORE_DROP,chaos,chaos
000526.SZ,2025-02-05,2025-02-28,17,45.81,48.66,5.92,64.8,SCORE_DROP,chaos,chaos
000665.SZ,2025-02-05,2025-02-28,17,4.0,4.2,4.7,61.8,SCORE_DROP,chaos,chaos
002049.SZ,2025-02-05,2025-02-28,17,60.8,61.65,1.1,57.8,SCORE_DROP,chaos,chaos
002912.SZ,2025-02-05,2025-02-28,17,26.45,27.44,3.44,56.5,SCORE_DROP,chaos,chaos
001696.SZ,2025-02-06,2025-02-28,16,24.84,23.3,-6.5,70.2,SCORE_DROP,chaos,chaos
688027.SH,2025-02-06,2025-02-28,16,288.1,281.16,-2.71,65.5,SCORE_DROP,chaos,chaos
000901.SZ,2025-02-07,2025-02-28,15,11.11,10.72,-3.81,55.1,SCORE_DROP,chaos_spring,chaos
600172.SH,2025-02-10,2025-02-28,14,4.14,4.1,-1.27,60.3,SCORE_DROP,chaos_spring,chaos
688318.SH,2025-02-10,2025-02-28,14,169.86,154.35,-9.43,56.3,SCORE_DROP,chaos_spring,chaos
301071.SZ,2025-02-10,2025-02-28,14,34.78,33.02,-5.36,56.0,SCORE_DROP,chaos_spring,chaos
601319.SH,2025-02-10,2025-02-28,14,7.01,6.6,-6.15,55.6,SCORE_DROP,chaos_spring,chaos
300476.SZ,2025-02-11,2025-02-28,13,54.3,51.05,-6.29,67.5,SCORE_DROP,chaos_spring,chaos
002518.SZ,2025-02-11,2025-02-28,13,25.4,26.34,3.4,56.0,SCORE_DROP,chaos_spring,chaos
301165.SZ,2025-02-12,2025-02-28,12,70.35,74.18,5.14,58.5,SCORE_DROP,chaos_spring,chaos
300693.SZ,2025-02-12,2025-02-28,12,30.08,34.55,14.56,58.1,SCORE_DROP,chaos_spring,chaos
300782.SZ,2025-02-12,2025-02-28,12,96.38,83.39,-13.78,56.9,STOP_LOSS,chaos_spring,chaos
601985.SH,2025-02-12,2025-02-28,12,9.83,9.58,-2.84,55.4,SCORE_DROP,chaos_spring,chaos
002050.SZ,2025-02-17,2025-02-28,9,33.37,30.32,-9.44,60.0,SCORE_DROP,chaos_spring,chaos
000988.SZ,2025-02-17,2025-02-28,9,44.96,44.4,-1.55,55.7,SCORE_DROP,chaos_spring,chaos
000629.SZ,2025-02-20,2025-02-28,6,2.96,2.85,-4.02,55.4,SCORE_DROP,chaos_spring,chaos
603236.SH,2025-02-21,2025-02-28,5,86.88,81.45,-6.55,58.2,SCORE_DROP,chaos_spring,chaos
301511.SZ,2025-02-25,2025-02-28,3,15.86,14.92,-6.23,55.0,SCORE_DROP,chaos_spring,chaos
002463.SZ,2025-01-02,2025-03-03,36,38.65,32.9,-15.18,59.6,STOP_LOSS,chaos,chaos
002130.SZ,2025-01-02,2025-03-03,36,24.85,21.85,-12.37,55.8,STOP_LOSS,chaos,chaos
688981.SH,2025-01-09,2025-03-03,31,91.32,96.0,4.82,59.0,SCORE_DROP,chaos_autumn,chaos
300033.SZ,2025-01-14,2025-03-03,28,290.0,293.64,0.96,60.5,SCORE_DROP,chaos,chaos
000938.SZ,2025-01-17,2025-03-03,25,25.42,29.2,14.57,55.0,SCORE_DROP,chaos,chaos
002236.SZ,2025-01-20,2025-03-03,24,15.11,16.38,8.11,57.8,SCORE_DROP,chaos,chaos
603160.SH,2025-01-20,2025-03-03,24,78.07,80.01,2.18,55.8,SCORE_DROP,chaos,chaos
000558.SZ,2025-01-21,2025-03-03,23,3.34,3.27,-2.4,65.7,SCORE_DROP,chaos,chaos
688158.SH,2025-01-23,2025-03-03,21,13.33,30.7,130.01,57.0,SCORE_DROP,chaos,chaos
000032.SZ,2025-01-24,2025-03-03,20,16.73,25.9,54.51,60.7,SCORE_DROP,chaos,chaos
300474.SZ,2025-02-06,2025-03-03,17,90.85,88.06,-3.37,58.4,SCORE_DROP,chaos,chaos
688120.SH,2025-02-06,2025-03-03,17,164.73,165.21,-0.01,58.2,SCORE_DROP,chaos,chaos
001896.SZ,2025-02-07,2025-03-03,16,3.99,3.91,-2.31,56.7,SCORE_DROP,chaos_spring,chaos
000029.SZ,2025-02-10,2025-03-03,15,15.57,14.87,-4.8,58.6,SCORE_DROP,chaos_spring,chaos
000507.SZ,2025-02-10,2025-03-03,15,5.06,4.9,-3.46,55.8,SCORE_DROP,chaos_spring,chaos
688630.SH,2025-02-11,2025-03-03,14,61.05,62.9,2.73,55.9,SCORE_DROP,chaos_spring,chaos
000816.SZ,2025-02-11,2025-03-03,14,3.16,3.72,17.42,55.8,SCORE_DROP,chaos_spring,chaos
601231.SH,2025-02-12,2025-03-03,13,17.46,17.8,1.65,57.6,SCORE_DROP,chaos_spring,chaos
001270.SZ,2025-02-25,2025-03-03,4,32.47,30.06,-7.72,62.4,SCORE_DROP,chaos_spring,chaos
301377.SZ,2025-01-20,2025-03-04,25,22.3,25.22,12.79,61.1,SCORE_DROP,chaos,chaos
300136.SZ,2025-01-21,2025-03-04,24,24.14,24.81,2.48,56.9,SCORE_DROP,chaos,chaos
002329.SZ,2025-02-07,2025-03-05,18,3.3,3.26,-1.51,57.9,SCORE_DROP,chaos_spring,chaos
000011.SZ,2025-02-10,2025-03-05,17,8.48,8.19,-3.72,57.9,SCORE_DROP,chaos_spring,chaos
600905.SH,2025-02-17,2025-03-05,12,4.31,4.17,-3.55,57.4,SCORE_DROP,chaos_spring,chaos
688223.SH,2025-02-17,2025-03-05,12,6.44,6.62,2.5,55.5,SCORE_DROP,chaos_spring,chaos
600438.SH,2025-02-26,2025-03-05,5,22.07,20.64,-6.78,55.2,SCORE_DROP,chaos_spring,chaos
300827.SZ,2025-03-03,2025-03-05,2,36.03,34.11,-5.63,55.3,SCORE_DROP,chaos,chaos
300474.SZ,2025-03-04,2025-03-05,1,91.52,90.6,-1.31,57.2,SCORE_DROP,chaos,chaos
000002.SZ,2025-02-24,2025-03-07,9,7.82,7.53,-4.01,60.5,SCORE_DROP,chaos_spring,chaos
300750.SZ,2025-01-20,2025-03-10,29,265.52,256.5,-3.7,61.1,SCORE_DROP,chaos,chaos
000560.SZ,2025-01-21,2025-03-10,28,3.11,3.32,6.45,58.7,SCORE_DROP,chaos,chaos
002094.SZ,2025-03-03,2025-03-10,5,6.25,5.9,-5.9,58.8,SCORE_DROP,chaos,chaos
000532.SZ,2025-03-05,2025-03-10,3,16.0,15.87,-1.11,56.3,SCORE_DROP,chaos,chaos
000938.SZ,2025-03-06,2025-03-10,2,30.72,29.36,-4.73,64.3,SCORE_DROP,chaos,chaos
002861.SZ,2025-03-06,2025-03-10,2,15.11,14.71,-2.95,62.7,SCORE_DROP,chaos,chaos
000032.SZ,2025-03-07,2025-03-10,1,26.59,24.36,-8.69,55.6,SCORE_DROP,chaos,chaos
688343.SH,2025-01-27,2025-03-11,25,48.3,69.08,42.72,60.2,SCORE_DROP,chaos,chaos
000066.SZ,2025-02-06,2025-03-11,23,14.23,15.93,11.65,60.3,SCORE_DROP,chaos,chaos
688099.SH,2025-02-20,2025-03-11,13,83.11,82.64,-0.87,55.9,SCORE_DROP,chaos_spring,chaos
000155.SZ,2025-02-21,2025-03-11,12,11.47,11.0,-4.4,55.8,SCORE_DROP,chaos_spring,chaos
300223.SZ,2025-01-15,2025-03-12,34,64.17,81.92,27.36,62.8,SCORE_DROP,chaos,chaos
688150.SH,2025-02-06,2025-03-12,24,20.73,20.57,-1.07,58.3,SCORE_DROP,chaos,chaos
000681.SZ,2025-03-06,2025-03-12,4,26.29,24.38,-7.57,70.5,SCORE_DROP,chaos,chaos
002156.SZ,2025-03-06,2025-03-12,4,29.37,28.64,-2.79,59.1,SCORE_DROP,chaos,chaos
688158.SH,2025-03-11,2025-03-12,1,31.03,30.61,-1.65,58.4,SCORE_DROP,chaos,chaos
300115.SZ,2025-01-09,2025-03-13,39,17.59,26.01,47.57,67.1,SCORE_DROP,chaos_autumn,chaos
688396.SH,2025-01-14,2025-03-13,36,46.3,47.1,1.43,57.4,SCORE_DROP,chaos,chaos
688012.SH,2025-01-14,2025-03-13,36,188.45,199.69,5.66,56.5,SCORE_DROP,chaos,chaos
688082.SH,2025-01-14,2025-03-13,36,99.19,103.1,3.64,55.8,SCORE_DROP,chaos,chaos
000415.SZ,2025-01-15,2025-03-13,35,3.54,3.24,-8.77,56.4,SCORE_DROP,chaos,chaos
002357.SZ,2025-01-15,2025-03-13,35,7.23,8.64,19.2,55.5,SCORE_DROP,chaos,chaos
688019.SH,2025-01-17,2025-03-13,33,149.24,154.84,3.45,59.6,SCORE_DROP,chaos,chaos
002273.SZ,2025-01-20,2025-03-13,32,21.11,23.68,11.87,56.9,SCORE_DROP,chaos,chaos
688008.SH,2025-01-20,2025-03-13,32,67.28,75.27,11.58,56.0,SCORE_DROP,chaos,chaos
688728.SH,2025-01-21,2025-03-13,31,13.58,15.2,11.63,62.4,SCORE_DROP,chaos,chaos
000516.SZ,2025-02-05,2025-03-13,26,5.01,5.86,16.67,56.1,SCORE_DROP,chaos,chaos
688538.SH,2025-02-07,2025-03-13,24,2.29,2.22,-3.36,55.2,SCORE_DROP,chaos_spring,chaos
001318.SZ,2025-02-10,2025-03-13,23,11.4,11.37,-0.56,58.3,SCORE_DROP,chaos_spring,chaos
688362.SH,2025-02-17,2025-03-13,18,30.61,29.64,-3.47,70.6,SCORE_DROP,chaos_spring,chaos
000420.SZ,2025-02-24,2025-03-13,13,3.8,3.61,-5.3,57.1,SCORE_DROP,chaos_spring,chaos
000601.SZ,2025-02-27,2025-03-13,10,4.47,4.21,-6.12,57.5,SCORE_DROP,chaos_spring,chaos
603501.SH,2025-03-03,2025-03-13,8,142.68,137.2,-4.14,57.8,SCORE_DROP,chaos,chaos
300604.SZ,2025-03-04,2025-03-13,7,46.42,43.93,-5.66,57.1,SCORE_DROP,chaos,chaos
603005.SH,2025-03-04,2025-03-13,7,34.69,31.68,-8.98,56.1,SCORE_DROP,chaos,chaos
